serial_number,list_year,date_recorded,town,address,assessed_value,sale_amount,sales_ratio,property_type,residential_type,years_until_sold
10355,2001,12/21/2001,Hartford,67-69 ARNOLD ST,72450,98000.0,0.739285714,Nan,Nan,0
10103,2001,2/15/2002,Granby,19 CANDLEWOOD LN,147420,295101.0,0.499557779,Nan,Nan,1
10220,2001,12/21/2001,Glastonbury,228 WILLIAMS ST E,32900,56900.0,0.578207381,Nan,Nan,0
10472,2001,12/18/2001,Danbury,8 ROSE LN UT 10-14,76600,160000.0,0.47875,Nan,Nan,0
10569,2001,9/9/2002,Cheshire,63 BIRCH DR,106550,220000.0,0.484318182,Nan,Nan,1
10051,2001,10/15/2001,Hamden,900 MIX AVE U 113,78610,160000.0,0.4913125,Nan,Nan,0
10876,2001,5/1/2002,Bristol,503 EMMETT ST UT 23,13700,39000.0,0.351282051,Nan,Nan,1
10280,2001,5/8/2002,Bloomfield,85 SILO WAY,67480,140000.0,0.482,Nan,Nan,1
10948,2001,2/6/2002,Bridgeport,145 LAUREL AVE,101920,179000.0,0.569385475,Nan,Nan,1
10386,2001,7/2/2002,Avon,239 OLD FARMS RD 7A,25410,62500.0,0.40656,Nan,Nan,1
10513,2001,6/26/2002,Farmington,213 W SIDE BLVD,30170,159900.0,0.188680425,Nan,Nan,1
10927,2001,2/5/2002,Bridgeport,96 SIMS UT 235,3017700,52000.0,58.03269231,Nan,Nan,1
10043,2001,8/14/2002,Bozrah,1 FAWN PL,127140,265030.0,0.479719277,Nan,Nan,1
10047,2001,12/3/2001,East Haddam,4 SANFORD BRG RD,141190,260000.0,0.543038462,Nan,Nan,0
11130,2001,7/1/2002,Bristol,57 VINCENT RD,24850,154500.0,0.160841424,Nan,Nan,1
10165,2001,5/24/2002,Granby,2 DOUGLASS DR,143710,275000.0,0.522581818,Nan,Nan,1
10044,2001,10/12/2001,Milford,88 KNOBB HL RD,124320,224900.0,0.552779013,Nan,Nan,0
10002,2001,10/1/2001,Hartford,131 CLARK ST,52430,40000.0,1.31075,Nan,Nan,0
10046,2001,10/17/2001,East Haven,560 SILVER SANDS RD 1302,40020,162900.0,0.245672192,Nan,Nan,0
10139,2001,6/10/2002,Essex,17 CLARK LN,436800,940000.0,0.464680851,Nan,Nan,1
10589,2001,12/14/2001,Bridgeport,334 EXETER ST,66500,128000.0,0.51953125,Nan,Nan,0
10551,2001,3/8/2002,Milford,85 VISCOUNT DR U4A,85960,182000.0,0.472307692,Nan,Nan,1
10027,2001,6/24/2002,Canaan,131 BELDEN ST,61700,103112.0,0.598378462,Nan,Nan,1
10144,2001,1/8/2002,Berlin,58 GLENBROOK RD,80980,144500.0,0.560415225,Nan,Nan,1
10065,2001,10/12/2001,Bristol,47 COMMERCE DR,351650,125000.0,2.8132,Nan,Nan,0
10004,2001,10/2/2001,Coventry,12 OLDE TAVERN LN,174440,291000.0,0.599450172,Nan,Nan,0
10884,2001,8/23/2002,Middletown,134 CARRIAGE XING,37910,96500.0,0.392849741,Nan,Nan,1
11803,2001,8/23/2002,Danbury,67 CROSS ST,31700,244900.0,0.129440588,Nan,Nan,1
10188,2001,12/28/2001,Branford,Y22 SYLVAN POINT YACHT,28000,24000.0,1.166666667,Nan,Nan,0
10179,2001,12/17/2001,East Haven,175 S END RD UT 22,84000,153000.0,0.549019608,Nan,Nan,0
10483,2001,8/20/2002,Avon,475 W AVON RD,156510,30000.0,5.217,Nan,Nan,1
10197,2001,1/8/2002,Farmington,7 ROBIN RD,111230,233200.0,0.476972556,Nan,Nan,1
10069,2001,4/8/2002,East Granby,8 GRANDVIEW AVE,26600,159900.0,0.166353971,Nan,Nan,1
10382,2001,7/1/2002,Avon,61 LOFGREN RD,273780,580000.0,0.472034483,Nan,Nan,1
10576,2001,6/4/2002,Glastonbury,25 DOUGLAS RD,66360,133000.0,0.498947368,Nan,Nan,1
10113,2001,8/2/2002,Ashford,36 LAKE VW & LAKE VW,54940,95000.0,0.578315789,Nan,Nan,1
10269,2001,2/20/2002,Farmington,28 PINE DR,78400,169000.0,0.463905325,Nan,Nan,1
10205,2001,4/24/2002,East Hampton,22 MOHICAN TRL,113330,155000.0,0.73116129,Nan,Nan,1
12324,2001,7/24/2002,Bridgeport,MULTI ADDRESSES,18560,45000.0,0.412444444,Nan,Nan,1
10382,2001,3/8/2002,Middletown,369 PINE ST,151440,343000.0,0.441516035,Nan,Nan,1
10060,2001,10/17/2001,Hamden,58 LONGMEADOW AVE,69720,145000.0,0.480827586,Nan,Nan,0
10050,2001,3/7/2002,Canterbury,108 PACKER RD,85600,100000.0,0.856,Nan,Nan,1
10177,2001,1/31/2002,Cheshire,24 CHANTIL CIR,102630,156000.0,0.657884615,Nan,Nan,1
10037,2001,10/22/2001,Farmington,43 TIMBERLINE DR,91000,165000.0,0.551515152,Nan,Nan,0
10174,2001,9/5/2002,Durham,58 CEDAR DR,132020,190000.0,0.694842105,Nan,Nan,1
10109,2001,12/19/2001,Bethel,3 HAWLEYVILLE RD,156450,255000.0,0.613529412,Nan,Nan,0
10556,2001,8/26/2002,Southbury,408 C HERITAGE VLG,44870,93000.0,0.482473118,Nan,Nan,1
10027,2001,10/22/2001,Guilford,83 LONG HILL FARMS,185500,330000.0,0.562121212,Nan,Nan,0
10390,2001,9/9/2002,Clinton,RIVERSIDE DR 45 39,9900,32900.0,0.300911854,Nan,Nan,1
10337,2001,5/21/2002,Cheshire,25 HAROLD RD,101290,194900.0,0.519702411,Nan,Nan,1
10182,2001,2/19/2002,Berlin,24 CYPRESS CIR,44650,235200.0,0.189838435,Nan,Nan,1
10722,2001,3/28/2002,Bristol,275 TIFFANY LN,122230,245000.0,0.498897959,Nan,Nan,1
10130,2001,3/1/2002,Coventry,361 & 411 EASTVIEW DR,91910,125000.0,0.73528,Nan,Nan,1
10073,2001,12/3/2001,Clinton,25 VIENNA LN,203000,55000.0,3.690909091,Nan,Nan,0
10540,2001,5/28/2002,Glastonbury,302 CONESTOGA WAY,74060,172000.0,0.430581395,Nan,Nan,1
10288,2001,2/11/2002,East Haven,11 FELICIA DR,112170,188900.0,0.593806247,Nan,Nan,1
11006,2001,7/1/2002,Hartford,41-43 WILLARD ST UT 43B,12530,54900.0,0.228233151,Nan,Nan,1
10180,2001,7/3/2002,Burlington,GEORGE WASH TPKE,6710,150000.0,0.044733333,Nan,Nan,1
12061,2001,6/27/2002,Bridgeport,2944 OLD TOWN RD,81270,169900.0,0.4783402,Nan,Nan,1
10698,2001,4/26/2002,Milford,841 E BROADWAY,232050,540000.0,0.429722222,Nan,Nan,1
11240,2001,8/27/2002,Hartford,228 PRINCETON ST,55090,125000.0,0.44072,Nan,Nan,1
10079,2001,10/31/2001,Manchester,26 20 PROSPECT ST,25100,52000.0,0.482692308,Nan,Nan,0
11340,2001,6/7/2002,Danbury,6 JONATHAN CT,214800,387000.0,0.55503876,Nan,Nan,1
10258,2001,8/30/2002,Canton,20 SUNRISE DR,277560,584000.0,0.475273973,Nan,Nan,1
10199,2001,3/22/2002,Cromwell,9 BAYBERRY CT,36440,107000.0,0.340560748,Nan,Nan,1
10228,2001,1/24/2002,Branford,532-540 LEETES ISLAND RD,105000,229500.0,0.45751634,Nan,Nan,1
10462,2001,2/28/2002,Manchester,22 HAWTHORNE ST,88700,165000.0,0.537575758,Nan,Nan,1
10477,2001,2/19/2002,Milford,91 MDWS END RD,87220,180000.0,0.484555556,Nan,Nan,1
10459,2001,12/14/2001,Danbury,217 GREAT PLAIN RD,131800,279900.0,0.470882458,Nan,Nan,0
10598,2001,9/26/2002,Guilford,27 MILL RD,52670,490000.0,0.107489796,Nan,Nan,1
10058,2001,10/9/2001,Stratford,107 HICKORY WOODS LN,132300,245000.0,0.54,Nan,Nan,0
10172,2001,11/2/2001,Bristol,CHIPPENWOOD LN LT 6,25270,75000.0,0.336933333,Nan,Nan,0
10125,2001,7/26/2002,Durham,26R MAURO DR,255710,325000.0,0.7868,Nan,Nan,1
10256,2001,7/1/2002,Ellington,16 LANZ LN,99230,178000.0,0.55747191,Nan,Nan,1
11042,2001,7/9/2002,Hartford,15-17 HAZEL ST,54180,150000.0,0.3612,Nan,Nan,1
12870,2001,9/24/2002,Bridgeport,3300 PARK AVE,19320,70000.0,0.276,Nan,Nan,1
10187,2001,5/2/2002,Darien,17 POND LN,215250,470000.0,0.457978723,Nan,Nan,1
10295,2001,9/23/2002,Derby,204 NEW HAVEN AVE 211,71960,150000.0,0.479733333,Nan,Nan,1
10210,2001,11/2/2001,Danbury,81 SOUTH ST,132300,231000.0,0.572727273,Nan,Nan,0
10652,2001,3/12/2002,Bristol,ALDBOURNE DR LT 12 & 92,57120,66000.0,0.865454545,Nan,Nan,1
10534,2001,12/6/2001,Bridgeport,95 NORLAND AVE,86310,180000.0,0.4795,Nan,Nan,0
10713,2001,8/16/2002,East Haven,20 PONDVIEW TER,100130,199900.0,0.50090045,Nan,Nan,1
10190,2001,2/13/2002,Cheshire,16 HEATH CT,118870,222000.0,0.53545045,Nan,Nan,1
10073,2001,4/16/2002,Easton,18 BIRCH DR EASTON,150890,426000.0,0.354201878,Nan,Nan,1
10549,2001,6/28/2002,Branford,60 DEFOREST DR,103460,225000.0,0.459822222,Nan,Nan,1
10466,2001,2/20/2002,Hamden,25 HAMDEN HLS DR U65,24500,194900.0,0.12570549,Nan,Nan,1
10135,2001,1/17/2002,Killingly,376 GREEN HOLW RD,32040,85000.0,0.376941176,Nan,Nan,1
11385,2001,9/29/2002,Hartford,77 EVERGREEN AVE UT 7,9800,30000.0,0.326666667,Nan,Nan,1
10592,2001,3/22/2002,Hamden,33 PIPER RD,68180,75000.0,0.909066667,Nan,Nan,1
11116,2001,8/29/2002,Manchester,87 COUGAR DR,97600,197000.0,0.495431472,Nan,Nan,1
10472,2001,8/16/2002,Avon,19 ST ANDREWS DR,274260,462000.0,0.593636364,Nan,Nan,1
11232,2001,7/30/2002,Bristol,205 CASTLE RD,109730,237000.0,0.462995781,Nan,Nan,1
10108,2001,11/16/2001,Middletown,FARM HILL RD,1220,2000.0,0.61,Nan,Nan,0
10162,2001,7/31/2002,Bethany,17 AMADEO DR,80320,135000.0,0.594962963,Nan,Nan,1
10090,2001,2/1/2002,East Haddam,22 BEEBE RD,114860,186000.0,0.617526882,Nan,Nan,1
10292,2001,1/31/2002,Glastonbury,33 LIBERTY DR,157850,619000.0,0.255008078,Nan,Nan,1
10214,2001,7/12/2002,Derby,77 MINERVA ST,67130,90000.0,0.745888889,Nan,Nan,1
10035,2001,4/2/2002,Hampton,BROOK RD,28170,34000.0,0.828529412,Nan,Nan,1
11864,2001,6/5/2002,Bridgeport,286 VILLAGE LN,38424,25000.0,1.53696,Nan,Nan,1
10995,2001,7/29/2002,Manchester,45 LEDGECREST TER,156000,250000.0,0.624,Nan,Nan,1
10100,2001,6/18/2002,Brooklyn,PRESTON RD,18170,26000.0,0.698846154,Nan,Nan,1
12530,2001,8/13/2002,Bridgeport,531-533 EZRA ST,98209,160000.0,0.61380625,Nan,Nan,1
10182,2001,9/3/2002,Bethany,10 OLD MILL RD,129130,248000.0,0.520685484,Nan,Nan,1
10087,2001,5/3/2002,Goshen,63 ROCKWELL CT,127280,254000.0,0.501102362,Nan,Nan,1
10076,2001,3/26/2002,Bethany,74 FARMVIEW,72520,135000.0,0.537185185,Nan,Nan,1
10045,2001,12/3/2001,East Haddam,119 SHEEPSKIN HOLW RD,116560,252000.0,0.462539683,Nan,Nan,0
10098,2001,11/1/2001,Manchester,56 JOYCE LN,118300,200000.0,0.5915,Nan,Nan,0
10247,2001,4/29/2002,Cromwell,4 TIMBER HL RD,102200,198000.0,0.516161616,Nan,Nan,1
10964,2001,6/25/2002,Hamden,66 W HELEN ST,74760,139900.0,0.534381701,Nan,Nan,1
10120,2001,2/1/2002,Ellington,5 ELLRIDGE PL,299370,500000.0,0.59874,Nan,Nan,1
11188,2001,9/20/2002,Manchester,441 3 S MAIN ST,105600,170900.0,0.617905208,Nan,Nan,1
10013,2001,10/2/2001,Hamden,38 BEDFORD AVE,102340,241500.0,0.423768116,Nan,Nan,0
11166,2001,5/9/2002,Danbury,MULTI ADDRESSES,542300,586000.0,0.925426621,Nan,Nan,1
10387,2001,11/18/2001,Bridgeport,234 PALISADES AVE,82251,145000.0,0.567248276,Nan,Nan,0
10169,2001,6/3/2002,Canton,25 COLONY RD,111850,199900.0,0.559529765,Nan,Nan,1
10075,2001,1/30/2002,Canton,14 WESTWOOD DR,53410,110000.0,0.485545455,Nan,Nan,1
10819,2001,3/6/2002,Danbury,22 MAIN ST 1-7,93600,189000.0,0.495238095,Nan,Nan,1
10367,2001,3/4/2002,Middletown,148 EAGLE HOLW DR,90020,162302.0,0.554645044,Nan,Nan,1
10932,2001,9/11/2002,Torrington,53 ROCKWELL DR,900,262990.0,0.003422183,Nan,Nan,1
12082,2001,6/28/2002,Bridgeport,259 N BISHOP AVE,66850,155000.0,0.431290323,Nan,Nan,1
10155,2001,5/21/2002,Canton,102 FIDDLEHEAD FARMS,393100,690000.0,0.569710145,Nan,Nan,1
10889,2001,3/20/2002,Danbury,1 FOX  DEN RD,181200,0.0,0.0,Nan,Nan,1
10457,2001,2/15/2002,Hamden,121 TOWNE HOUSE RD,53760,97500.0,0.551384615,Nan,Nan,1
10250,2001,3/28/2002,Guilford,1361 MOOSE HL RD,124600,300000.0,0.415333333,Nan,Nan,1
10136,2001,12/31/2001,Bloomfield,4-6 TALCOTT VW RD,77450,100000.0,0.7745,Nan,Nan,0
10071,2001,1/28/2002,Litchfield,BLAKESLEE RD,28780,60000.0,0.479666667,Nan,Nan,1
10794,2001,7/30/2002,Middletown,721 BARTHOLOMEW RD,49180,45000.0,1.092888889,Nan,Nan,1
10333,2001,12/14/2001,Bristol,11 STEARNS ST,81390,134400.0,0.605580357,Nan,Nan,0
10232,2001,7/31/2002,Derby,91 ATWATER AVE 35,42280,98000.0,0.431428571,Nan,Nan,1
11065,2001,2/26/2002,Bridgeport,373 5 OLIVE ST,71820,103000.0,0.697281553,Nan,Nan,1
10058,2001,1/4/2002,Litchfield,267 BRUSH HL RD,70920,97000.0,0.731134021,Nan,Nan,1
10584,2001,12/14/2001,Bridgeport,1946-1952 E MAIN ST,86100,237500.0,0.362526316,Nan,Nan,0
10715,2001,8/16/2002,East Haven,133 HEMINGWAY AVE,78510,119000.0,0.659747899,Nan,Nan,1
10391,2001,1/28/2002,Hamden,747 EVERGREEN AVE,106750,183000.0,0.583333333,Nan,Nan,1
10281,2001,7/16/2002,Suffield,358 HALLADAY DR,60760,135000.0,0.450074074,Nan,Nan,1
11121,2001,7/1/2002,Bristol,36 MITCHELL ST,39380,141900.0,0.27751938,Nan,Nan,1
10423,2001,9/5/2002,Berlin,2107 CHAMBERLAIN HWY,122230,2560.0,47.74609375,Nan,Nan,1
10726,2001,7/29/2002,Glastonbury,263 FAIRWAY XING S 22,173460,374900.0,0.462683382,Nan,Nan,1
11978,2001,6/18/2002,Bridgeport,MULTI #'S LAFAYETTE ST,53672,45000.0,1.192711111,Nan,Nan,1
10254,2001,9/16/2002,East Windsor,9B RIVERVIEW DR,51100,108000.0,0.473148148,Nan,Nan,1
10229,2001,1/24/2002,Branford,25 SQUAW BRK RD,192710,517500.0,0.372386473,Nan,Nan,1
10053,2001,11/7/2001,East Hampton,161 WOPOWOG RD,103330,158000.0,0.653987342,Nan,Nan,0
10381,2001,6/11/2002,Guilford,MOOSE HL RD,99120,560000.0,0.177,Nan,Nan,1
10411,2001,7/22/2002,Avon,56 JUNIPER DR,130340,270000.0,0.482740741,Nan,Nan,1
10069,2001,12/7/2001,Coventry,38 MAPLE DR,74480,84000.0,0.886666667,Nan,Nan,0
10100,2001,5/31/2002,Durham,52R HELLGATE RD,52780,88000.0,0.599772727,Nan,Nan,1
12542,2001,8/14/2002,Bridgeport,24-26 BRONX AVE,93520,192000.0,0.487083333,Nan,Nan,1
10301,2001,7/8/2002,Darien,105 RAYMOND ST,386050,1750000.0,0.2206,Nan,Nan,1
19044,2001,8/1/2002,Stamford,12 DORAL FARM RD,362320,831000.0,0.436004813,Nan,Nan,1
10347,2001,3/4/2002,Glastonbury,405 TALL TIMBERS RD,211050,663000.0,0.318325792,Nan,Nan,1
11836,2001,6/3/2002,Bridgeport,44 CANTERBURY LN,42000,125000.0,0.336,Nan,Nan,1
10056,2001,12/18/2001,Mansfield,28 OAK DR,82250,139900.0,0.587919943,Nan,Nan,0
11955,2001,9/18/2002,Danbury,MIRY BRK SHADY ACRES LT,16500,4700.0,3.510638298,Nan,Nan,1
10178,2001,4/15/2002,Clinton,116 COMMERCE ST F10,52700,118000.0,0.446610169,Nan,Nan,1
10138,2001,5/9/2002,Mansfield,4 OLD WOOD RD,17010,25000.0,0.6804,Nan,Nan,1
10320,2001,3/12/2002,Branford,321 JEFFERSON WOODS,66010,144000.0,0.458402778,Nan,Nan,1
10633,2001,4/30/2002,Manchester,73 SASS DR,138100,235000.0,0.587659574,Nan,Nan,1
11134,2001,3/6/2002,Bridgeport,293-295 HIGH RDG DR,87920,166000.0,0.529638554,Nan,Nan,1
10170,2001,6/18/2002,Burlington,22 CASE RD,78750,141000.0,0.558510638,Nan,Nan,1
11110,2001,7/26/2002,Hartford,100 HARBISON AVE,40880,47500.0,0.860631579,Nan,Nan,1
10427,2001,1/31/2002,Milford,523 ORANGE AVE,120890,241000.0,0.501618257,Nan,Nan,1
10178,2001,8/13/2002,Litchfield,HIGHMARK RD,121140,180000.0,0.673,Nan,Nan,1
10151,2001,9/20/2002,Easton,25 PALMER PL,225950,545000.0,0.414587156,Nan,Nan,1
11310,2001,6/4/2002,Danbury,24 DOGWOOD DR,161900,320000.0,0.5059375,Nan,Nan,1
10524,2001,3/11/2002,Hamden,175 LAURA RD,117460,106500.0,1.102910798,Nan,Nan,1
10023,2001,10/15/2001,Avon,23 CANTERBURY LN,60640,123000.0,0.49300813,Nan,Nan,0
10190,2001,5/21/2002,Coventry,114 CEDAR SWAMP RD,35000,299500.0,0.116861436,Nan,Nan,1
10654,2001,1/25/2002,Danbury,1403 LARSON DR,12600,253460.0,0.049711986,Nan,Nan,1
10100,2001,11/9/2001,East Haven,75 REDWOOD DR UT 107,68810,112900.0,0.609477414,Nan,Nan,0
10435,2001,7/29/2002,Avon,184 KINGS WOOD DR,364500,670000.0,0.544029851,Nan,Nan,1
10019,2001,11/14/2001,Durham,1060 NEW HAVEN RD,42420,69000.0,0.614782609,Nan,Nan,0
10015,2001,10/16/2001,Madison,25 HARBOR AVE,113400,230000.0,0.493043478,Nan,Nan,0
10870,2001,5/3/2002,Hartford,160-162 BARTHOLOMEW AVE,27580,34000.0,0.811176471,Nan,Nan,1
11578,2001,5/16/2002,Bridgeport,980 LINDLEY ST U 304F,35980,62000.0,0.580322581,Nan,Nan,1
10924,2001,7/12/2002,Manchester,39 PEILA DR,101300,165000.0,0.613939394,Nan,Nan,1
10007,2001,12/26/2001,Canaan,24 AMY RD,91000,189500.0,0.480211082,Nan,Nan,0
10140,2001,12/31/2001,Cheshire,15 TEDS CT,134930,353396.0,0.381809641,Nan,Nan,0
10706,2001,5/1/2002,Hamden,55 CANTERBURY RD U55,170310,308000.0,0.552954545,Nan,Nan,1
11015,2001,7/2/2002,Hamden,900 MIX AVE U102,84630,202500.0,0.417925926,Nan,Nan,1
10078,2001,10/15/2001,Bristol,123 BUTTERNUT LN,52420,109000.0,0.480917431,Nan,Nan,0
10515,2001,8/7/2002,Cheshire,995 SPERRY RD,126940,240000.0,0.528916667,Nan,Nan,1
10674,2001,5/10/2002,Manchester,483 MIDDLE TPKE W 309,127900,165100.0,0.774682011,Nan,Nan,1
10108,2001,12/20/2001,Watertown,31 MONROE ST,63130,126900.0,0.497478329,Nan,Nan,0
10089,2001,11/14/2001,Naugatuck,36 CELENTANO DR,79800,133000.0,0.6,Nan,Nan,0
10176,2001,12/3/2001,Middletown,41 NUTMEG CT,122120,214560.0,0.569164802,Nan,Nan,0
10190,2001,6/17/2002,Canton,12 OLD MILL DR,98250,189000.0,0.51984127,Nan,Nan,1
10358,2001,8/2/2002,East Hampton,9 TARRAGON DR,25700,239400.0,0.107351713,Nan,Nan,1
10336,2001,1/4/2002,Milford,21 ACORN LN,125790,240000.0,0.524125,Nan,Nan,1
11810,2001,5/30/2002,Bridgeport,150 HALE TER,64890,121500.0,0.534074074,Nan,Nan,1
10375,2001,8/29/2002,Clinton,37 MAPLEWOOD DR,90500,152500.0,0.593442623,Nan,Nan,1
10128,2001,1/24/2002,East Hampton,9 MIDWOOD FARM RD,88170,75000.0,1.1756,Nan,Nan,1
10130,2001,9/17/2002,East Granby,2 CRYSTAL DR,18600,202700.0,0.091761223,Nan,Nan,1
10074,2001,10/30/2001,Glastonbury,129 SUNSET DR E1B,90090,230000.0,0.391695652,Nan,Nan,0
10967,2001,6/26/2002,Hamden,11 VIOLET ST,81200,148200.0,0.547908232,Nan,Nan,1
10376,2001,4/26/2002,Farmington,424 PLAINVILLE AVE,107400,229000.0,0.468995633,Nan,Nan,1
11825,2001,6/3/2002,Bridgeport,211 REMINGTON ST,35140,63000.0,0.557777778,Nan,Nan,1
10151,2001,6/25/2002,Essex,NORTHWINDS DR,49220,145000.0,0.339448276,Nan,Nan,1
10006,2001,10/1/2001,Glastonbury,92 DRUMLIN RD,337400,700000.0,0.482,Nan,Nan,0
10754,2001,7/16/2002,Middletown,168 GRAND ST,77080,125000.0,0.61664,Nan,Nan,1
10464,2001,6/4/2002,Naugatuck,320 WOOSTER ST,129670,260000.0,0.498730769,Nan,Nan,1
10016,2001,11/2/2001,Essex,INDUSTRIAL PARK RD,95760,149500.0,0.640535117,Nan,Nan,0
10043,2001,10/31/2001,Avon,15 PUTNAM LN,129580,245000.0,0.528897959,Nan,Nan,0
10455,2001,1/17/2002,Hartford,419-421 EDGEWOOD ST,48790,22000.0,2.217727273,Nan,Nan,1
10260,2001,6/20/2002,Clinton,50 PLEASANT VALLEY RD,62100,85000.0,0.730588235,Nan,Nan,1
11709,2001,8/5/2002,Danbury,1-3 CORPORATE DR,4169600,2700000.0,1.544296296,Nan,Nan,1
10515,2001,3/7/2002,Hamden,80 BEECHWOOD AVE,71190,128000.0,0.556171875,Nan,Nan,1
10700,2001,8/23/2002,Branford,5A FERNDALE,83930,151100.0,0.55545996,Nan,Nan,1
10688,2001,3/25/2002,Hartford,235 BLUE HLS AVE,54110,85100.0,0.635840188,Nan,Nan,1
10729,2001,9/3/2002,Branford,113 ISLAND VIEW TER,62440,125000.0,0.49952,Nan,Nan,1
10232,2001,6/14/2002,Ellington,14 ROTHE LN,112570,165000.0,0.682242424,Nan,Nan,1
10798,2001,7/30/2002,Middletown,68 DAVID DR,127440,246000.0,0.51804878,Nan,Nan,1
10350,2001,8/12/2002,Clinton,133 W MAIN ST A6,13200,17500.0,0.754285714,Nan,Nan,1
10359,2001,3/1/2002,Middletown,36 WESTMONT DR,82500,168000.0,0.491071429,Nan,Nan,1
10288,2001,9/6/2002,Derby,18 COMMODORE HULL DR,162680,308000.0,0.528181818,Nan,Nan,1
11074,2001,7/16/2002,Hartford,151 BURNHAM ST,39480,60000.0,0.658,Nan,Nan,1
12821,2001,9/19/2002,Bridgeport,3012 B MADISON AVE,23100,88000.0,0.2625,Nan,Nan,1
11080,2001,6/27/2002,Bristol,32 HURLEY CMNS,35390,109000.0,0.324678899,Nan,Nan,1
10864,2001,4/30/2002,Bristol,146 PERKINS ST,83510,145000.0,0.575931034,Nan,Nan,1
11553,2001,4/29/2002,Bridgeport,333 VINCELLETTE ST UT 90,46970,99900.0,0.47017017,Nan,Nan,1
10394,2001,1/28/2002,Hamden,2390 STATE ST UT 7J,67200,108000.0,0.622222222,Nan,Nan,1
10975,2001,6/25/2002,Milford,982 W RIVER ST,202370,300000.0,0.674566667,Nan,Nan,1
10134,2001,4/26/2002,Canton,5 NOJA TRL,129390,230000.0,0.562565217,Nan,Nan,1
10201,2001,12/14/2001,Glastonbury,105 CEDAR RIDGE DR,102060,235000.0,0.434297872,Nan,Nan,0
10248,2001,5/29/2002,Madison,67 STRAWBERRY HL RD,261400,645000.0,0.405271318,Nan,Nan,1
10381,2001,4/19/2002,Branford,20B STONEGATE,66220,135000.0,0.490518519,Nan,Nan,1
10071,2001,5/24/2002,Canterbury,N SOCIETY RD,44200,60000.0,0.736666667,Nan,Nan,1
10418,2001,9/19/2002,Darien,139 LEROY AVE,778820,1550000.0,0.502464516,Nan,Nan,1
10033,2001,11/2/2001,Madison,49 COTTAGE RD 4,22900,43500.0,0.526436782,Nan,Nan,0
10541,2001,5/29/2002,East Haven,34 CENTER AVE,20160,202119.0,0.099743221,Nan,Nan,1
10282,2001,9/25/2002,Canton,130 MAIN ST,34580,93000.0,0.371827957,Nan,Nan,1
10455,2001,7/5/2002,Guilford,55 MOHAWK TRL,36260,76000.0,0.477105263,Nan,Nan,1
11442,2001,4/12/2002,Bridgeport,335 WELLS ST UT 21,7840,16500.0,0.475151515,Nan,Nan,1
10429,2001,1/31/2002,Milford,85 RUSSELL RD,114660,199900.0,0.573586793,Nan,Nan,1
10411,2001,1/7/2002,Hartford,113-115 EARLE ST,32970,0.0,0.0,Nan,Nan,1
10909,2001,8/30/2002,Middletown,19 BACON AVE,56560,118000.0,0.479322034,Nan,Nan,1
10084,2001,7/31/2002,Chester,115 CEDAR LK RD,204400,500000.0,0.4088,Nan,Nan,1
10502,2001,3/15/2002,Manchester,82 CUSHMAN DR,0,120000.0,0.0,Nan,Nan,1
12656,2001,8/30/2002,Bridgeport,121 RIDGEFIELD RD,110881,280000.0,0.396003571,Nan,Nan,1
10257,2001,5/1/2002,Cromwell,1 HEATHERWOOD GREEN,273430,432500.0,0.632208092,Nan,Nan,1
10240,2001,8/1/2002,Canton,55 WICKHAMS FANCY,87500,180000.0,0.486111111,Nan,Nan,1
10051,2001,10/5/2001,Danbury,ALBERT RD,70900,117000.0,0.605982906,Nan,Nan,0
10101,2001,1/28/2002,Darien,35 NOROTON AVE,257670,1250000.0,0.206136,Nan,Nan,1
10087,2001,5/31/2002,Brooklyn,70 VENTURA DR,87300,159000.0,0.549056604,Nan,Nan,1
10208,2001,2/26/2002,Cheshire,181 MOSS FARMS RD,100830,163000.0,0.618588957,Nan,Nan,1
10071,2001,12/26/2001,Granby,2 WINHART DR,110320,173900.0,0.634387579,Nan,Nan,0
10316,2001,7/9/2002,Madison,14 LEGEND HILL RD,137700,290000.0,0.474827586,Nan,Nan,1
10042,2001,11/15/2001,Ansonia,25 PINECREST AVE,73570,164900.0,0.446149181,Nan,Nan,0
10978,2001,4/4/2002,Danbury,12 WOODCREST LN,49000,311190.0,0.157460073,Nan,Nan,1
10819,2001,5/30/2002,Milford,773 BRIDGEPORT AVE,260750,125000.0,2.086,Nan,Nan,1
10425,2001,3/28/2002,Middletown,218 CIMARRON RD,96220,199500.0,0.482305764,Nan,Nan,1
10555,2001,12/10/2001,Bridgeport,117 HUNTINGTON TPKE,38500,82500.0,0.466666667,Nan,Nan,0
10524,2001,3/1/2002,Milford,333 WEST AVE U3,61180,105000.0,0.582666667,Nan,Nan,1
10288,2001,3/19/2002,South Windsor,334 STRONG RD,98030,140000.0,0.700214286,Nan,Nan,1
10631,2001,3/4/2002,Bristol,71 BOARDMAN ST,62220,125000.0,0.49776,Nan,Nan,1
10029,2001,10/23/2001,Killingly,37 WYNDHAM LNDG,39440,86000.0,0.458604651,Nan,Nan,0
10403,2001,2/6/2002,Manchester,76 COUGAR DR,28800,234435.0,0.122848551,Nan,Nan,1
10270,2001,6/27/2002,Clinton,59 FOUNDERS RD,69400,148500.0,0.467340067,Nan,Nan,1
10136,2001,1/17/2002,Killingly,306 WHETSTONE MILLS,19250,80000.0,0.240625,Nan,Nan,1
